Video Name,Label,Confidence,Store,Date
Shoplifting042_x264_29.mp4,wine glass,0.11,,
Shoplifting042_x264_29.mp4,cup,0.12,,
Shoplifting042_x264_29.mp4,wine glass,0.12,,
Shoplifting042_x264_29.mp4,person,0.12,,
Shoplifting042_x264_29.mp4,cup,0.12,,
Shoplifting042_x264_29.mp4,wine glass,0.12,,
Shoplifting042_x264_29.mp4,wine glass,0.13,,
Shoplifting042_x264_29.mp4,wine glass,0.13,,
Shoplifting042_x264_29.mp4,cup,0.13,,
Shoplifting042_x264_29.mp4,cup,0.13,,
Shoplifting042_x264_29.mp4,wine glass,0.14,,
Shoplifting042_x264_29.mp4,tie,0.15,,
Shoplifting042_x264_29.mp4,cup,0.15,,
Shoplifting042_x264_29.mp4,wine glass,0.16,,
Shoplifting042_x264_29.mp4,wine glass,0.17,,
Shoplifting042_x264_29.mp4,cup,0.21,,
Shoplifting042_x264_29.mp4,wine glass,0.27,,
Shoplifting042_x264_29.mp4,wine glass,0.32,,
Shoplifting042_x264_29.mp4,person,0.61,,
Shoplifting042_x264_29.mp4,person,0.85,,
Shoplifting042_x264_29.mp4,person,0.11,,
Shoplifting042_x264_29.mp4,cup,0.11,,
Shoplifting042_x264_29.mp4,wine glass,0.11,,
Shoplifting042_x264_29.mp4,cup,0.12,,
Shoplifting042_x264_29.mp4,cup,0.12,,
Shoplifting042_x264_29.mp4,cup,0.12,,
Shoplifting042_x264_29.mp4,wine glass,0.12,,
Shoplifting042_x264_29.mp4,wine glass,0.13,,
Shoplifting042_x264_29.mp4,wine glass,0.13,,
Shoplifting042_x264_29.mp4,cup,0.13,,
Shoplifting042_x264_29.mp4,wine glass,0.14,,
Shoplifting042_x264_29.mp4,person,0.15,,
Shoplifting042_x264_29.mp4,cup,0.15,,
Shoplifting042_x264_29.mp4,person,0.15,,
Shoplifting042_x264_29.mp4,tie,0.16,,
Shoplifting042_x264_29.mp4,wine glass,0.17,,
Shoplifting042_x264_29.mp4,wine glass,0.17,,
Shoplifting042_x264_29.mp4,cup,0.2,,
Shoplifting042_x264_29.mp4,wine glass,0.26,,
Shoplifting042_x264_29.mp4,wine glass,0.32,,
Shoplifting042_x264_29.mp4,person,0.63,,
Shoplifting042_x264_29.mp4,person,0.86,,
Shoplifting042_x264_29.mp4,wine glass,0.1,,
Shoplifting042_x264_29.mp4,wine glass,0.1,,
Shoplifting042_x264_29.mp4,cup,0.1,,
Shoplifting042_x264_29.mp4,cup,0.11,,
Shoplifting042_x264_29.mp4,tie,0.11,,
Shoplifting042_x264_29.mp4,cup,0.11,,
Shoplifting042_x264_29.mp4,wine glass,0.11,,
Shoplifting042_x264_29.mp4,cup,0.12,,
Shoplifting042_x264_29.mp4,person,0.12,,
Shoplifting042_x264_29.mp4,wine glass,0.13,,
Shoplifting042_x264_29.mp4,cup,0.13,,
Shoplifting042_x264_29.mp4,wine glass,0.14,,
Shoplifting042_x264_29.mp4,wine glass,0.14,,
Shoplifting042_x264_29.mp4,wine glass,0.14,,
Shoplifting042_x264_29.mp4,cup,0.14,,
Shoplifting042_x264_29.mp4,cup,0.15,,
Shoplifting042_x264_29.mp4,wine glass,0.18,,
Shoplifting042_x264_29.mp4,wine glass,0.19,,
Shoplifting042_x264_29.mp4,cup,0.2,,
Shoplifting042_x264_29.mp4,wine glass,0.28,,
Shoplifting042_x264_29.mp4,wine glass,0.33,,
Shoplifting042_x264_29.mp4,person,0.6,,
Shoplifting042_x264_29.mp4,person,0.85,,
Shoplifting042_x264_29.mp4,cup,0.1,,
Shoplifting042_x264_29.mp4,cup,0.11,,
Shoplifting042_x264_29.mp4,wine glass,0.11,,
Shoplifting042_x264_29.mp4,cup,0.11,,
Shoplifting042_x264_29.mp4,person,0.12,,
Shoplifting042_x264_29.mp4,cup,0.12,,
Shoplifting042_x264_29.mp4,wine glass,0.13,,
Shoplifting042_x264_29.mp4,wine glass,0.13,,
Shoplifting042_x264_29.mp4,cup,0.14,,
Shoplifting042_x264_29.mp4,cup,0.14,,
Shoplifting042_x264_29.mp4,wine glass,0.14,,
Shoplifting042_x264_29.mp4,wine glass,0.14,,
Shoplifting042_x264_29.mp4,cup,0.15,,
Shoplifting042_x264_29.mp4,wine glass,0.18,,
Shoplifting042_x264_29.mp4,wine glass,0.19,,
Shoplifting042_x264_29.mp4,cup,0.2,,
Shoplifting042_x264_29.mp4,wine glass,0.27,,
Shoplifting042_x264_29.mp4,wine glass,0.33,,
Shoplifting042_x264_29.mp4,person,0.62,,
Shoplifting042_x264_29.mp4,person,0.85,,
Shoplifting042_x264_29.mp4,cup,0.1,,
Shoplifting042_x264_29.mp4,cup,0.11,,
Shoplifting042_x264_29.mp4,tie,0.11,,
Shoplifting042_x264_29.mp4,person,0.11,,
Shoplifting042_x264_29.mp4,cup,0.11,,
Shoplifting042_x264_29.mp4,wine glass,0.11,,
Shoplifting042_x264_29.mp4,person,0.12,,
Shoplifting042_x264_29.mp4,cup,0.12,,
Shoplifting042_x264_29.mp4,wine glass,0.13,,
Shoplifting042_x264_29.mp4,cup,0.13,,
Shoplifting042_x264_29.mp4,wine glass,0.13,,
Shoplifting042_x264_29.mp4,cup,0.14,,
Shoplifting042_x264_29.mp4,wine glass,0.14,,
Shoplifting042_x264_29.mp4,wine glass,0.14,,
Shoplifting042_x264_29.mp4,cup,0.15,,
Shoplifting042_x264_29.mp4,wine glass,0.18,,
Shoplifting042_x264_29.mp4,wine glass,0.18,,
Shoplifting042_x264_29.mp4,cup,0.2,,
Shoplifting042_x264_29.mp4,wine glass,0.28,,
Shoplifting042_x264_29.mp4,wine glass,0.33,,
Shoplifting042_x264_29.mp4,person,0.55,,
Shoplifting042_x264_29.mp4,person,0.86,,
Shoplifting042_x264_29.mp4,cup,0.1,,
Shoplifting042_x264_29.mp4,cup,0.1,,
Shoplifting042_x264_29.mp4,cup,0.11,,
Shoplifting042_x264_29.mp4,person,0.11,,
Shoplifting042_x264_29.mp4,wine glass,0.11,,
Shoplifting042_x264_29.mp4,cup,0.12,,
Shoplifting042_x264_29.mp4,cup,0.12,,
Shoplifting042_x264_29.mp4,wine glass,0.13,,
Shoplifting042_x264_29.mp4,cup,0.13,,
Shoplifting042_x264_29.mp4,cup,0.13,,
Shoplifting042_x264_29.mp4,wine glass,0.14,,
Shoplifting042_x264_29.mp4,wine glass,0.14,,
Shoplifting042_x264_29.mp4,wine glass,0.14,,
Shoplifting042_x264_29.mp4,cup,0.15,,
Shoplifting042_x264_29.mp4,wine glass,0.19,,
Shoplifting042_x264_29.mp4,wine glass,0.19,,
Shoplifting042_x264_29.mp4,cup,0.2,,
Shoplifting042_x264_29.mp4,wine glass,0.28,,
Shoplifting042_x264_29.mp4,wine glass,0.33,,
Shoplifting042_x264_29.mp4,person,0.61,,
Shoplifting042_x264_29.mp4,person,0.85,,
Shoplifting042_x264_29.mp4,cup,0.1,,
Shoplifting042_x264_29.mp4,cup,0.1,,
Shoplifting042_x264_29.mp4,cup,0.1,,
Shoplifting042_x264_29.mp4,cup,0.11,,
Shoplifting042_x264_29.mp4,wine glass,0.11,,
Shoplifting042_x264_29.mp4,person,0.12,,
Shoplifting042_x264_29.mp4,cup,0.12,,
Shoplifting042_x264_29.mp4,cup,0.12,,
Shoplifting042_x264_29.mp4,wine glass,0.12,,
Shoplifting042_x264_29.mp4,person,0.13,,
Shoplifting042_x264_29.mp4,wine glass,0.13,,
Shoplifting042_x264_29.mp4,wine glass,0.13,,
Shoplifting042_x264_29.mp4,cup,0.13,,
Shoplifting042_x264_29.mp4,wine glass,0.13,,
Shoplifting042_x264_29.mp4,cup,0.13,,
Shoplifting042_x264_29.mp4,cup,0.15,,
Shoplifting042_x264_29.mp4,wine glass,0.18,,
Shoplifting042_x264_29.mp4,wine glass,0.19,,
Shoplifting042_x264_29.mp4,cup,0.2,,
Shoplifting042_x264_29.mp4,wine glass,0.28,,
Shoplifting042_x264_29.mp4,wine glass,0.33,,
Shoplifting042_x264_29.mp4,person,0.63,,
Shoplifting042_x264_29.mp4,person,0.85,,
Shoplifting042_x264_29.mp4,cup,0.1,,
Shoplifting042_x264_29.mp4,cup,0.1,,
Shoplifting042_x264_29.mp4,wine glass,0.1,,
Shoplifting042_x264_29.mp4,cup,0.11,,
Shoplifting042_x264_29.mp4,wine glass,0.11,,
Shoplifting042_x264_29.mp4,cup,0.12,,
Shoplifting042_x264_29.mp4,cup,0.12,,
Shoplifting042_x264_29.mp4,wine glass,0.12,,
Shoplifting042_x264_29.mp4,wine glass,0.12,,
Shoplifting042_x264_29.mp4,cup,0.12,,
Shoplifting042_x264_29.mp4,person,0.13,,
Shoplifting042_x264_29.mp4,wine glass,0.13,,
Shoplifting042_x264_29.mp4,wine glass,0.13,,
Shoplifting042_x264_29.mp4,cup,0.14,,
Shoplifting042_x264_29.mp4,wine glass,0.14,,
Shoplifting042_x264_29.mp4,cup,0.14,,
Shoplifting042_x264_29.mp4,person,0.14,,
Shoplifting042_x264_29.mp4,wine glass,0.14,,
Shoplifting042_x264_29.mp4,cup,0.14,,
Shoplifting042_x264_29.mp4,cup,0.15,,
Shoplifting042_x264_29.mp4,wine glass,0.18,,
Shoplifting042_x264_29.mp4,wine glass,0.19,,
Shoplifting042_x264_29.mp4,cup,0.2,,
Shoplifting042_x264_29.mp4,person,0.21,,
Shoplifting042_x264_29.mp4,wine glass,0.28,,
Shoplifting042_x264_29.mp4,wine glass,0.32,,
Shoplifting042_x264_29.mp4,person,0.62,,
Shoplifting042_x264_29.mp4,person,0.85,,
Shoplifting042_x264_29.mp4,cup,0.1,,
Shoplifting042_x264_29.mp4,wine glass,0.1,,
Shoplifting042_x264_29.mp4,cup,0.11,,
Shoplifting042_x264_29.mp4,cup,0.11,,
Shoplifting042_x264_29.mp4,wine glass,0.11,,
Shoplifting042_x264_29.mp4,wine glass,0.11,,
Shoplifting042_x264_29.mp4,cup,0.12,,
Shoplifting042_x264_29.mp4,cup,0.12,,
Shoplifting042_x264_29.mp4,wine glass,0.12,,
Shoplifting042_x264_29.mp4,wine glass,0.13,,
Shoplifting042_x264_29.mp4,person,0.13,,
Shoplifting042_x264_29.mp4,person,0.13,,
Shoplifting042_x264_29.mp4,cup,0.13,,
Shoplifting042_x264_29.mp4,cup,0.13,,
Shoplifting042_x264_29.mp4,cup,0.14,,
Shoplifting042_x264_29.mp4,wine glass,0.14,,
Shoplifting042_x264_29.mp4,wine glass,0.14,,
Shoplifting042_x264_29.mp4,wine glass,0.14,,
Shoplifting042_x264_29.mp4,cup,0.15,,
Shoplifting042_x264_29.mp4,wine glass,0.17,,
Shoplifting042_x264_29.mp4,wine glass,0.19,,
Shoplifting042_x264_29.mp4,cup,0.2,,
Shoplifting042_x264_29.mp4,wine glass,0.27,,
Shoplifting042_x264_29.mp4,wine glass,0.32,,
Shoplifting042_x264_29.mp4,person,0.62,,
Shoplifting042_x264_29.mp4,person,0.85,,
Shoplifting042_x264_29.mp4,wine glass,0.1,,
Shoplifting042_x264_29.mp4,cup,0.1,,
Shoplifting042_x264_29.mp4,person,0.11,,
Shoplifting042_x264_29.mp4,cup,0.11,,
Shoplifting042_x264_29.mp4,wine glass,0.11,,
Shoplifting042_x264_29.mp4,wine glass,0.11,,
Shoplifting042_x264_29.mp4,cup,0.12,,
Shoplifting042_x264_29.mp4,cup,0.12,,
Shoplifting042_x264_29.mp4,wine glass,0.12,,
Shoplifting042_x264_29.mp4,wine glass,0.13,,
Shoplifting042_x264_29.mp4,person,0.13,,
Shoplifting042_x264_29.mp4,cup,0.13,,
Shoplifting042_x264_29.mp4,cup,0.13,,
Shoplifting042_x264_29.mp4,cup,0.14,,
Shoplifting042_x264_29.mp4,wine glass,0.14,,
Shoplifting042_x264_29.mp4,wine glass,0.14,,
Shoplifting042_x264_29.mp4,wine glass,0.14,,
Shoplifting042_x264_29.mp4,cup,0.15,,
Shoplifting042_x264_29.mp4,wine glass,0.17,,
Shoplifting042_x264_29.mp4,wine glass,0.19,,
Shoplifting042_x264_29.mp4,cup,0.2,,
Shoplifting042_x264_29.mp4,wine glass,0.27,,
Shoplifting042_x264_29.mp4,wine glass,0.32,,
Shoplifting042_x264_29.mp4,person,0.62,,
Shoplifting042_x264_29.mp4,person,0.85,,
Shoplifting042_x264_29.mp4,person,0.11,,
Shoplifting042_x264_29.mp4,cup,0.11,,
Shoplifting042_x264_29.mp4,cup,0.11,,
Shoplifting042_x264_29.mp4,wine glass,0.11,,
Shoplifting042_x264_29.mp4,wine glass,0.11,,
Shoplifting042_x264_29.mp4,cup,0.11,,
Shoplifting042_x264_29.mp4,wine glass,0.11,,
Shoplifting042_x264_29.mp4,cup,0.12,,
Shoplifting042_x264_29.mp4,wine glass,0.12,,
Shoplifting042_x264_29.mp4,cup,0.12,,
Shoplifting042_x264_29.mp4,cup,0.12,,
Shoplifting042_x264_29.mp4,wine glass,0.13,,
Shoplifting042_x264_29.mp4,wine glass,0.13,,
Shoplifting042_x264_29.mp4,person,0.14,,
Shoplifting042_x264_29.mp4,wine glass,0.14,,
Shoplifting042_x264_29.mp4,cup,0.14,,
Shoplifting042_x264_29.mp4,wine glass,0.14,,
Shoplifting042_x264_29.mp4,cup,0.14,,
Shoplifting042_x264_29.mp4,cup,0.15,,
Shoplifting042_x264_29.mp4,cup,0.15,,
Shoplifting042_x264_29.mp4,wine glass,0.18,,
Shoplifting042_x264_29.mp4,wine glass,0.2,,
Shoplifting042_x264_29.mp4,cup,0.2,,
Shoplifting042_x264_29.mp4,wine glass,0.27,,
Shoplifting042_x264_29.mp4,wine glass,0.32,,
Shoplifting042_x264_29.mp4,person,0.6,,
Shoplifting042_x264_29.mp4,person,0.86,,
Shoplifting042_x264_29.mp4,wine glass,0.1,,
Shoplifting042_x264_29.mp4,cup,0.1,,
Shoplifting042_x264_29.mp4,wine glass,0.1,,
Shoplifting042_x264_29.mp4,cup,0.11,,
Shoplifting042_x264_29.mp4,cup,0.11,,
Shoplifting042_x264_29.mp4,cup,0.11,,
Shoplifting042_x264_29.mp4,wine glass,0.11,,
Shoplifting042_x264_29.mp4,wine glass,0.11,,
Shoplifting042_x264_29.mp4,person,0.12,,
Shoplifting042_x264_29.mp4,wine glass,0.12,,
Shoplifting042_x264_29.mp4,cup,0.12,,
Shoplifting042_x264_29.mp4,person,0.13,,
Shoplifting042_x264_29.mp4,cup,0.13,,
Shoplifting042_x264_29.mp4,wine glass,0.13,,
Shoplifting042_x264_29.mp4,wine glass,0.14,,
Shoplifting042_x264_29.mp4,wine glass,0.14,,
Shoplifting042_x264_29.mp4,cup,0.14,,
Shoplifting042_x264_29.mp4,cup,0.14,,
Shoplifting042_x264_29.mp4,wine glass,0.14,,
Shoplifting042_x264_29.mp4,tie,0.14,,
Shoplifting042_x264_29.mp4,cup,0.15,,
Shoplifting042_x264_29.mp4,wine glass,0.19,,
Shoplifting042_x264_29.mp4,cup,0.2,,
Shoplifting042_x264_29.mp4,wine glass,0.2,,
Shoplifting042_x264_29.mp4,wine glass,0.28,,
Shoplifting042_x264_29.mp4,wine glass,0.32,,
Shoplifting042_x264_29.mp4,person,0.6,,
Shoplifting042_x264_29.mp4,person,0.85,,
Shoplifting042_x264_29.mp4,wine glass,0.1,,
Shoplifting042_x264_29.mp4,wine glass,0.11,,
Shoplifting042_x264_29.mp4,cup,0.11,,
Shoplifting042_x264_29.mp4,cup,0.11,,
Shoplifting042_x264_29.mp4,cup,0.11,,
Shoplifting042_x264_29.mp4,cup,0.11,,
Shoplifting042_x264_29.mp4,wine glass,0.11,,
Shoplifting042_x264_29.mp4,wine glass,0.12,,
Shoplifting042_x264_29.mp4,person,0.12,,
Shoplifting042_x264_29.mp4,wine glass,0.12,,
Shoplifting042_x264_29.mp4,cup,0.13,,
Shoplifting042_x264_29.mp4,cup,0.13,,
Shoplifting042_x264_29.mp4,wine glass,0.14,,
Shoplifting042_x264_29.mp4,wine glass,0.14,,
Shoplifting042_x264_29.mp4,cup,0.14,,
Shoplifting042_x264_29.mp4,wine glass,0.14,,
Shoplifting042_x264_29.mp4,wine glass,0.14,,
Shoplifting042_x264_29.mp4,cup,0.14,,
Shoplifting042_x264_29.mp4,cup,0.16,,
Shoplifting042_x264_29.mp4,person,0.16,,
Shoplifting042_x264_29.mp4,wine glass,0.19,,
Shoplifting042_x264_29.mp4,wine glass,0.2,,
Shoplifting042_x264_29.mp4,cup,0.2,,
Shoplifting042_x264_29.mp4,wine glass,0.28,,
Shoplifting042_x264_29.mp4,wine glass,0.32,,
Shoplifting042_x264_29.mp4,person,0.58,,
Shoplifting042_x264_29.mp4,person,0.84,,
Shoplifting042_x264_29.mp4,wine glass,0.1,,
Shoplifting042_x264_29.mp4,cup,0.1,,
Shoplifting042_x264_29.mp4,wine glass,0.11,,
Shoplifting042_x264_29.mp4,cup,0.11,,
Shoplifting042_x264_29.mp4,cup,0.11,,
Shoplifting042_x264_29.mp4,wine glass,0.12,,
Shoplifting042_x264_29.mp4,wine glass,0.12,,
Shoplifting042_x264_29.mp4,wine glass,0.12,,
Shoplifting042_x264_29.mp4,wine glass,0.12,,
Shoplifting042_x264_29.mp4,person,0.12,,
Shoplifting042_x264_29.mp4,cup,0.13,,
Shoplifting042_x264_29.mp4,cup,0.13,,
Shoplifting042_x264_29.mp4,cup,0.14,,
Shoplifting042_x264_29.mp4,wine glass,0.14,,
Shoplifting042_x264_29.mp4,cup,0.14,,
Shoplifting042_x264_29.mp4,cup,0.14,,
Shoplifting042_x264_29.mp4,wine glass,0.15,,
Shoplifting042_x264_29.mp4,wine glass,0.15,,
Shoplifting042_x264_29.mp4,cup,0.16,,
Shoplifting042_x264_29.mp4,wine glass,0.16,,
Shoplifting042_x264_29.mp4,cup,0.16,,
Shoplifting042_x264_29.mp4,wine glass,0.2,,
Shoplifting042_x264_29.mp4,cup,0.21,,
Shoplifting042_x264_29.mp4,wine glass,0.21,,
Shoplifting042_x264_29.mp4,bowl,0.29,,
Shoplifting042_x264_29.mp4,wine glass,0.29,,
Shoplifting042_x264_29.mp4,wine glass,0.33,,
Shoplifting042_x264_29.mp4,person,0.55,,
Shoplifting042_x264_29.mp4,person,0.86,,
Shoplifting042_x264_29.mp4,cup,0.1,,
Shoplifting042_x264_29.mp4,cup,0.11,,
Shoplifting042_x264_29.mp4,wine glass,0.11,,
Shoplifting042_x264_29.mp4,wine glass,0.11,,
Shoplifting042_x264_29.mp4,cup,0.11,,
Shoplifting042_x264_29.mp4,wine glass,0.11,,
Shoplifting042_x264_29.mp4,cup,0.11,,
Shoplifting042_x264_29.mp4,cup,0.11,,
Shoplifting042_x264_29.mp4,wine glass,0.12,,
Shoplifting042_x264_29.mp4,person,0.12,,
Shoplifting042_x264_29.mp4,wine glass,0.12,,
Shoplifting042_x264_29.mp4,bowl,0.12,,
Shoplifting042_x264_29.mp4,cup,0.13,,
Shoplifting042_x264_29.mp4,wine glass,0.13,,
Shoplifting042_x264_29.mp4,wine glass,0.13,,
Shoplifting042_x264_29.mp4,cup,0.14,,
Shoplifting042_x264_29.mp4,wine glass,0.14,,
Shoplifting042_x264_29.mp4,cup,0.14,,
Shoplifting042_x264_29.mp4,cup,0.14,,
Shoplifting042_x264_29.mp4,cup,0.15,,
Shoplifting042_x264_29.mp4,wine glass,0.15,,
Shoplifting042_x264_29.mp4,cup,0.15,,
Shoplifting042_x264_29.mp4,wine glass,0.16,,
Shoplifting042_x264_29.mp4,wine glass,0.16,,
Shoplifting042_x264_29.mp4,cup,0.17,,
Shoplifting042_x264_29.mp4,wine glass,0.17,,
Shoplifting042_x264_29.mp4,cup,0.21,,
Shoplifting042_x264_29.mp4,wine glass,0.21,,
Shoplifting042_x264_29.mp4,wine glass,0.23,,
Shoplifting042_x264_29.mp4,wine glass,0.31,,
Shoplifting042_x264_29.mp4,wine glass,0.34,,
Shoplifting042_x264_29.mp4,person,0.58,,
Shoplifting042_x264_29.mp4,person,0.84,,
Shoplifting042_x264_29.mp4,bowl,0.1,,
Shoplifting042_x264_29.mp4,wine glass,0.11,,
Shoplifting042_x264_29.mp4,wine glass,0.11,,
Shoplifting042_x264_29.mp4,cup,0.11,,
Shoplifting042_x264_29.mp4,wine glass,0.11,,
Shoplifting042_x264_29.mp4,cup,0.11,,
Shoplifting042_x264_29.mp4,wine glass,0.11,,
Shoplifting042_x264_29.mp4,cup,0.11,,
Shoplifting042_x264_29.mp4,cup,0.12,,
Shoplifting042_x264_29.mp4,bowl,0.12,,
Shoplifting042_x264_29.mp4,wine glass,0.12,,
Shoplifting042_x264_29.mp4,person,0.12,,
Shoplifting042_x264_29.mp4,wine glass,0.13,,
Shoplifting042_x264_29.mp4,wine glass,0.13,,
Shoplifting042_x264_29.mp4,cup,0.13,,
Shoplifting042_x264_29.mp4,wine glass,0.13,,
Shoplifting042_x264_29.mp4,cup,0.14,,
Shoplifting042_x264_29.mp4,wine glass,0.14,,
Shoplifting042_x264_29.mp4,wine glass,0.14,,
Shoplifting042_x264_29.mp4,cup,0.14,,
Shoplifting042_x264_29.mp4,cup,0.15,,
Shoplifting042_x264_29.mp4,wine glass,0.15,,
Shoplifting042_x264_29.mp4,cup,0.15,,
Shoplifting042_x264_29.mp4,cup,0.15,,
Shoplifting042_x264_29.mp4,wine glass,0.16,,
Shoplifting042_x264_29.mp4,wine glass,0.17,,
Shoplifting042_x264_29.mp4,cup,0.18,,
Shoplifting042_x264_29.mp4,wine glass,0.19,,
Shoplifting042_x264_29.mp4,wine glass,0.19,,
Shoplifting042_x264_29.mp4,cup,0.21,,
Shoplifting042_x264_29.mp4,wine glass,0.28,,
Shoplifting042_x264_29.mp4,wine glass,0.31,,
Shoplifting042_x264_29.mp4,wine glass,0.34,,
Shoplifting042_x264_29.mp4,person,0.57,,
Shoplifting042_x264_29.mp4,person,0.84,,
Shoplifting042_x264_29.mp4,wine glass,0.1,,
Shoplifting042_x264_29.mp4,wine glass,0.1,,
Shoplifting042_x264_29.mp4,wine glass,0.11,,
Shoplifting042_x264_29.mp4,wine glass,0.11,,
Shoplifting042_x264_29.mp4,cup,0.11,,
Shoplifting042_x264_29.mp4,cup,0.11,,
Shoplifting042_x264_29.mp4,wine glass,0.12,,
Shoplifting042_x264_29.mp4,cup,0.12,,
Shoplifting042_x264_29.mp4,wine glass,0.12,,
Shoplifting042_x264_29.mp4,cup,0.12,,
Shoplifting042_x264_29.mp4,wine glass,0.13,,
Shoplifting042_x264_29.mp4,person,0.13,,
Shoplifting042_x264_29.mp4,wine glass,0.13,,
Shoplifting042_x264_29.mp4,cup,0.13,,
Shoplifting042_x264_29.mp4,wine glass,0.14,,
Shoplifting042_x264_29.mp4,cup,0.15,,
Shoplifting042_x264_29.mp4,wine glass,0.15,,
Shoplifting042_x264_29.mp4,wine glass,0.15,,
Shoplifting042_x264_29.mp4,cup,0.15,,
Shoplifting042_x264_29.mp4,cup,0.15,,
Shoplifting042_x264_29.mp4,cup,0.15,,
Shoplifting042_x264_29.mp4,cup,0.16,,
Shoplifting042_x264_29.mp4,wine glass,0.16,,
Shoplifting042_x264_29.mp4,wine glass,0.16,,
Shoplifting042_x264_29.mp4,wine glass,0.17,,
Shoplifting042_x264_29.mp4,cup,0.18,,
Shoplifting042_x264_29.mp4,wine glass,0.19,,
Shoplifting042_x264_29.mp4,wine glass,0.19,,
Shoplifting042_x264_29.mp4,cup,0.21,,
Shoplifting042_x264_29.mp4,wine glass,0.28,,
Shoplifting042_x264_29.mp4,wine glass,0.3,,
Shoplifting042_x264_29.mp4,wine glass,0.33,,
Shoplifting042_x264_29.mp4,person,0.58,,
Shoplifting042_x264_29.mp4,person,0.81,,
Shoplifting042_x264_29.mp4,cup,0.1,,
Shoplifting042_x264_29.mp4,wine glass,0.1,,
Shoplifting042_x264_29.mp4,wine glass,0.1,,
Shoplifting042_x264_29.mp4,cup,0.1,,
Shoplifting042_x264_29.mp4,wine glass,0.11,,
Shoplifting042_x264_29.mp4,cup,0.11,,
Shoplifting042_x264_29.mp4,cup,0.11,,
Shoplifting042_x264_29.mp4,wine glass,0.11,,
Shoplifting042_x264_29.mp4,person,0.11,,
Shoplifting042_x264_29.mp4,wine glass,0.11,,
Shoplifting042_x264_29.mp4,cup,0.13,,
Shoplifting042_x264_29.mp4,person,0.13,,
Shoplifting042_x264_29.mp4,wine glass,0.13,,
Shoplifting042_x264_29.mp4,cup,0.13,,
Shoplifting042_x264_29.mp4,cup,0.13,,
Shoplifting042_x264_29.mp4,cup,0.13,,
Shoplifting042_x264_29.mp4,wine glass,0.14,,
Shoplifting042_x264_29.mp4,wine glass,0.14,,
Shoplifting042_x264_29.mp4,cup,0.15,,
Shoplifting042_x264_29.mp4,wine glass,0.15,,
Shoplifting042_x264_29.mp4,cup,0.15,,
Shoplifting042_x264_29.mp4,cup,0.16,,
Shoplifting042_x264_29.mp4,wine glass,0.16,,
Shoplifting042_x264_29.mp4,wine glass,0.16,,
Shoplifting042_x264_29.mp4,cup,0.18,,
Shoplifting042_x264_29.mp4,wine glass,0.18,,
Shoplifting042_x264_29.mp4,cup,0.21,,
Shoplifting042_x264_29.mp4,wine glass,0.24,,
Shoplifting042_x264_29.mp4,wine glass,0.28,,
Shoplifting042_x264_29.mp4,wine glass,0.33,,
Shoplifting042_x264_29.mp4,person,0.63,,
Shoplifting042_x264_29.mp4,person,0.82,,
Shoplifting042_x264_29.mp4,wine glass,0.1,,
Shoplifting042_x264_29.mp4,cup,0.1,,
Shoplifting042_x264_29.mp4,wine glass,0.1,,
Shoplifting042_x264_29.mp4,wine glass,0.11,,
Shoplifting042_x264_29.mp4,cup,0.11,,
Shoplifting042_x264_29.mp4,wine glass,0.11,,
Shoplifting042_x264_29.mp4,cup,0.11,,
Shoplifting042_x264_29.mp4,cup,0.11,,
Shoplifting042_x264_29.mp4,cup,0.11,,
Shoplifting042_x264_29.mp4,person,0.11,,
Shoplifting042_x264_29.mp4,wine glass,0.12,,
Shoplifting042_x264_29.mp4,wine glass,0.12,,
Shoplifting042_x264_29.mp4,cup,0.13,,
Shoplifting042_x264_29.mp4,cup,0.13,,
Shoplifting042_x264_29.mp4,wine glass,0.13,,
Shoplifting042_x264_29.mp4,cup,0.13,,
Shoplifting042_x264_29.mp4,wine glass,0.13,,
Shoplifting042_x264_29.mp4,wine glass,0.14,,
Shoplifting042_x264_29.mp4,cup,0.14,,
Shoplifting042_x264_29.mp4,cup,0.16,,
Shoplifting042_x264_29.mp4,wine glass,0.16,,
Shoplifting042_x264_29.mp4,wine glass,0.16,,
Shoplifting042_x264_29.mp4,cup,0.16,,
Shoplifting042_x264_29.mp4,wine glass,0.16,,
Shoplifting042_x264_29.mp4,wine glass,0.16,,
Shoplifting042_x264_29.mp4,cup,0.21,,
Shoplifting042_x264_29.mp4,wine glass,0.25,,
Shoplifting042_x264_29.mp4,wine glass,0.29,,
Shoplifting042_x264_29.mp4,wine glass,0.32,,
Shoplifting042_x264_29.mp4,person,0.6,,
Shoplifting042_x264_29.mp4,person,0.81,,
Shoplifting042_x264_29.mp4,cup,0.1,,
Shoplifting042_x264_29.mp4,person,0.11,,
Shoplifting042_x264_29.mp4,cup,0.11,,
Shoplifting042_x264_29.mp4,wine glass,0.11,,
Shoplifting042_x264_29.mp4,wine glass,0.11,,
Shoplifting042_x264_29.mp4,cup,0.11,,
Shoplifting042_x264_29.mp4,cup,0.11,,
Shoplifting042_x264_29.mp4,wine glass,0.11,,
Shoplifting042_x264_29.mp4,wine glass,0.12,,
Shoplifting042_x264_29.mp4,cup,0.12,,
Shoplifting042_x264_29.mp4,cup,0.12,,
Shoplifting042_x264_29.mp4,person,0.12,,
Shoplifting042_x264_29.mp4,wine glass,0.13,,
Shoplifting042_x264_29.mp4,cup,0.13,,
Shoplifting042_x264_29.mp4,cup,0.13,,
